,SCC,last_edited_date,activity_value_required?,code_description,data_category,date_created,ert_valid,history,last_inventory_year,last_updated_date,map_to,option_group,option_set,scc_level_one,scc_level_two,scc_level_three,scc_level_four,sector,short_name,status,tier_1_code,tier_1_description,tier_2_code,tier_2_description,tier_3_code,tier_3_description,usage_notes,Unnamed:_27,scc_unit_type,scc_fuel_type
976,30500621,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Cement Manufacturing (Dry Process),Pulverized Coal Kiln Feed Units,Industrial Processes - Cement Manuf,MinrlProd CementManfDryProc PulvrzdCoalKilnFeedUnt,Active,7.0,Other Industrial Processes,5.0,Mineral Products,1.0,Cement Mfg,,,Pulverized Coal Kiln Feed Units,
977,30500622,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Cement Manufacturing (Dry Process),Preheater Kiln,Industrial Processes - Cement Manuf,MinrlProd CementManfDryProc PreheaterKiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,1.0,Cement Mfg,,,Preheater Kiln,
978,30500623,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Cement Manufacturing (Dry Process),Preheater/Precalciner Kiln,Industrial Processes - Cement Manuf,MinrlProd CementManfDryProc SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Preheater/Precalciner Kiln,
979,30500706,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Cement Manufacturing (Wet Process),Kiln,Industrial Processes - Cement Manuf,MinrlProd CementManfWetProc Kiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,1.0,Cement Mfg,,,Kiln,
980,30500721,"Nov 13, 2020 4:17:48 AM",No,,Point,,Yes,,,11/13/2020,,,,Industrial Processes,Mineral Products,Cement Manufacturing (Wet Process),Pulverized Coal Kiln Feed Unit,Industrial Processes - NEC,MinrlProd CementManfWetProc PulvrzdCoalKilnFeedUnt,Active,7.0,Other Industrial Processes,5.0,Mineral Products,1.0,Cement Mfg,,,Pulverized Coal Kiln Feed Unit,
981,30500810,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Spray Dryer: Natural Gas-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf SprayDryrNatGasFired,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Spray Dryer: Natural Gas-fired,Natural Gas
982,30500811,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Infrared (IR) Dryer,Industrial Processes - NEC,MinrlProd ClayCeramicsManf InfraredIRDryr,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Infrared (IR) Dryer,
983,30500812,"Jul 24, 2018 10:55:42 AM",No,,Point,,No,,2015.0,1/19/2017,30500850,,,Industrial Processes,Mineral Products,Ceramic Clay/Tile Manufacture,Glazing and firing kiln (use SCCs 3-05-008-45 & -50),Industrial Processes - NEC,,Retired,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Glazing and firing kiln (use SCCs 3-05-008-45 & -50),
984,30500813,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Convection Dryer,Industrial Processes - NEC,MinrlProd ClayCeramicsManf ConvectionDryr,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Convection Dryer,
985,30500821,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Rotary Calciner: Natural Gas-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf RotCalcinerNatGasFired,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Rotary Calciner: Natural Gas-fired,Natural Gas
986,30500822,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Rotary Calciner: Fuel Oil-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf RotCalcinerFuelOilFired,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Rotary Calciner: Fuel Oil-fired,Fuel Oil
987,30500823,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Fluidized Bed Calciner: Natural Gas-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Fluidized Bed Calciner: Natural Gas-fired,Natural Gas
988,30500824,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Fluidized Bed Calciner: Fuel Oil-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Fluidized Bed Calciner: Fuel Oil-fired,Fuel Oil
989,30500840,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Presinter Thermal Processing: Natural Gas-fired Kiln,Industrial Processes - NEC,MinrlProd ClayCeramicsManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Presinter Thermal Processing: Natural Gas-fired Kiln,Natural Gas
990,30500841,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Presinter Thermal Processing: Fuel Oil-fired Kiln,Industrial Processes - NEC,MinrlProd ClayCeramicsManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Presinter Thermal Processing: Fuel Oil-fired Kiln,Fuel Oil
991,30500849,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Roller Kiln: Natural Gas-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf RollerKilnNatGasFired,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Roller Kiln: Natural Gas-fired,Natural Gas
992,30500850,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Tunnel Kiln: Natural Gas-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf TunnelKilnNatGasFired,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Tunnel Kiln: Natural Gas-fired,Natural Gas
993,30500851,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Shuttle Kiln: Natural Gas-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf ShuttleKilnNatGasFired,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Shuttle Kiln: Natural Gas-fired,Natural Gas
994,30500853,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Roller Kiln: Fuel Oil-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf RollerKilnFuelOilFired,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Roller Kiln: Fuel Oil-fired,Fuel Oil
995,30500854,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Tunnel Kiln: Fuel Oil-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf TunnelKilnFuelOilFired,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Tunnel Kiln: Fuel Oil-fired,Fuel Oil
996,30500855,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Shuttle Kiln: Fuel Oil-fired,Industrial Processes - NEC,MinrlProd ClayCeramicsManf ShuttleKilnFuelOilFired,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Shuttle Kiln: Fuel Oil-fired,Fuel Oil
997,30500856,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay Ceramics Manufacture,Refiring: Natural Gas-fired Kiln,Industrial Processes - NEC,MinrlProd ClayCeramicsManf RefiringNatGasFiredKiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Refiring: Natural Gas-fired Kiln,Natural Gas
998,30500915,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay and Fly Ash Sintering,Rotary Kiln,Industrial Processes - NEC,MinrlProd Clay&FlyAshSintering RotKiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Rotary Kiln,
999,30500916,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Clay and Fly Ash Sintering,Dryer,Industrial Processes - NEC,MinrlProd Clay&FlyAshSintering Dryr,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Dryer,
1000,30501002,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,"Coal Mining, Cleaning, and Material Handling",Flash Dryer,Industrial Processes - Mining,"MinrlProd CoalMining,Cleang&Handlg FlashDryr",Active,7.0,Other Industrial Processes,5.0,Mineral Products,2.0,Surface Mining,,,Flash Dryer,
1001,30501003,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,"Coal Mining, Cleaning, and Material Handling",Multilouvered Dryer,Industrial Processes - Mining,"MinrlProd CoalMining,Cleang&Handlg SeeSCCLev4",Active,7.0,Other Industrial Processes,5.0,Mineral Products,2.0,Surface Mining,,,Multilouvered Dryer,
1002,30501004,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,"Coal Mining, Cleaning, and Material Handling",Rotary Dryer,Industrial Processes - Mining,"MinrlProd CoalMining,Cleang&Handlg RotDryr",Active,7.0,Other Industrial Processes,5.0,Mineral Products,2.0,Surface Mining,,,Rotary Dryer,
1003,30501005,"Oct 29, 2020 10:27:14 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,"Coal Mining, Cleaning, and Material Handling",Cascade Dryer,Industrial Processes - Mining,"MinrlProd CoalMining,Cleang&Handlg CascadeDryr",Active,7.0,Other Industrial Processes,5.0,Mineral Products,2.0,Surface Mining,,,Cascade Dryer,
1004,30501201,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Regenerative Furnace (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Regenerative Furnace (Wool-type Fiber),
1005,30501202,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Recuperative Furnace (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Recuperative Furnace (Wool-type Fiber),
1006,30501203,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Electric Furnace (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf ElecFurnWoolTypeFiber,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Electric Furnace (Wool-type Fiber),
1007,30501205,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Curing Oven: Rotary Spun (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Curing Oven: Rotary Spun (Wool-type Fiber),
1008,30501207,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Unit Melter Furnace (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Unit Melter Furnace (Wool-type Fiber),
1009,30501211,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Regenerative Furnace (Textile-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Regenerative Furnace (Textile-type Fiber),
1010,30501212,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Recuperative Furnace (Textile-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Recuperative Furnace (Textile-type Fiber),
1011,30501213,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Unit Melter Furnace (Textile-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Unit Melter Furnace (Textile-type Fiber),
1012,30501215,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Curing Oven (Textile-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Curing Oven (Textile-type Fiber),
1013,30501216,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Air Gas Furnace (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf AirGasFurnWoolTypeFiber,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Air Gas Furnace (Wool-type Fiber),
1014,30501217,"Oct 29, 2020 10:27:15 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Oxyfuel Furnace (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf OxyfuelFurnWoolTypeFiber,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Oxyfuel Furnace (Wool-type Fiber),
1015,30501226,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Cold Top Electric Furnace (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Cold Top Electric Furnace (Wool-type Fiber),
1016,30501227,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Electric Melt Furnace (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf ElecMeltFurnWoolTypeFiber,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Electric Melt Furnace (Wool-type Fiber),
1017,30501228,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Electric Steel Shell Furnace (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Electric Steel Shell Furnace (Wool-type Fiber),
1018,30501230,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Pot/Marble Melt Furnace (Wool-type Fiber),Industrial Processes - NEC,MinrlProd FiberglassManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Pot/Marble Melt Furnace (Wool-type Fiber),
1019,30501304,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Frit Manufacture,Smelting Furnace Charging,Industrial Processes - NEC,MinrlProd FritManf SmeltingFurnCharg,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Smelting Furnace Charging,
1020,30501305,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Frit Manufacture,Rotary Smelting Furnace,Industrial Processes - NEC,MinrlProd FritManf RotSmeltingFurn,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Rotary Smelting Furnace,
1021,30501306,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Frit Manufacture,Continuous Smelting Furnace,Industrial Processes - NEC,MinrlProd FritManf ContSmeltingFurn,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Continuous Smelting Furnace,
1022,30501311,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Frit Manufacture,Rotary Dryer (usually not used with a continuous furnace),Industrial Processes - NEC,MinrlProd FritManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Rotary Dryer (usually not used with a continuous furnace),
1023,30501401,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Glass Manufacture,Furnace: General,Industrial Processes - NEC,MinrlProd GlassManf FurnGeneral,Active,7.0,Other Industrial Processes,5.0,Mineral Products,4.0,Glass Mfg,,,Furnace: General,
1024,30501402,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Glass Manufacture,Container Glass: Melting Furnace,Industrial Processes - NEC,MinrlProd GlassManf ContainerGlassMeltingFurn,Active,7.0,Other Industrial Processes,5.0,Mineral Products,4.0,Glass Mfg,,,Container Glass: Melting Furnace,
1025,30501403,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Glass Manufacture,Flat Glass: Melting Furnace,Industrial Processes - NEC,MinrlProd GlassManf FlatGlassMeltingFurn,Active,7.0,Other Industrial Processes,5.0,Mineral Products,4.0,Glass Mfg,,,Flat Glass: Melting Furnace,
1026,30501404,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Glass Manufacture,Pressed and Blown Glass: Melting Furnace,Industrial Processes - NEC,MinrlProd GlassManf Pressed&BlownGlassMeltingFurn,Active,7.0,Other Industrial Processes,5.0,Mineral Products,4.0,Glass Mfg,,,Pressed and Blown Glass: Melting Furnace,
1027,30501414,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Glass Manufacture,Ground Cullet Beading Furnace,Industrial Processes - NEC,MinrlProd GlassManf GroundCulletBeadingFurn,Active,7.0,Other Industrial Processes,5.0,Mineral Products,4.0,Glass Mfg,,,Ground Cullet Beading Furnace,
1028,30501501,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Gypsum Manufacture,Rotary Ore Dryer,Industrial Processes - NEC,MinrlProd GypsumManf RotOreDryr,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Rotary Ore Dryer,
1029,30501511,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Gypsum Manufacture,Continuous Kettle: Calciner,Industrial Processes - NEC,MinrlProd GypsumManf ContKettleCalciner,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Continuous Kettle: Calciner,
1030,30501512,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Gypsum Manufacture,Flash Calciner,Industrial Processes - NEC,MinrlProd GypsumManf FlashCalciner,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Flash Calciner,
1031,30501520,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Gypsum Manufacture,Drying Kiln,Industrial Processes - NEC,MinrlProd GypsumManf DryngKiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Drying Kiln,
1032,30501603,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Vertical Kiln,Industrial Processes - NEC,MinrlProd LimeManf CalciningVerticalKiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Calcining: Vertical Kiln,
1033,30501604,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,"Calcining: Rotary Kiln (See SCC Codes 3-05-016-18,-19,-20,-21)",Industrial Processes - NEC,MinrlProd LimeManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,"Calcining: Rotary Kiln (See SCC Codes 3-05-016-18,-19,-20,-21)",
1034,30501605,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Gas-fired Calcimatic Kiln,Industrial Processes - NEC,MinrlProd LimeManf CalciningGasFiredCalcimaticKiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Calcining: Gas-fired Calcimatic Kiln,Gas
1035,30501606,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,Fluidized Bed Kiln,Industrial Processes - NEC,MinrlProd LimeManf FluidizedBedKiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Fluidized Bed Kiln,
1036,30501617,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,Multiple Hearth Calciner,Industrial Processes - NEC,MinrlProd LimeManf MultHearthCalciner,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Multiple Hearth Calciner,
1037,30501618,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Coal-fired Rotary Kiln,Industrial Processes - NEC,MinrlProd LimeManf CalciningCoal-firedRotKiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Calcining: Coal-fired Rotary Kiln,Coal
1038,30501619,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Gas-fired Rotary Kiln,Industrial Processes - NEC,MinrlProd LimeManf CalciningGasFiredRotKiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Calcining: Gas-fired Rotary Kiln,Gas
1039,30501620,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Coal- and Gas-fired Rotary Kiln,Industrial Processes - NEC,MinrlProd LimeManf CalciningCoal-&GasFiredRotKiln,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Calcining: Coal- and Gas-fired Rotary Kiln,and Gas
1040,30501621,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Coal- and Coke-fired Rotary Kiln,Industrial Processes - NEC,MinrlProd LimeManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Calcining: Coal- and Coke-fired Rotary Kiln,and Coke
1041,30501622,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Coal-fired Rotary Preheater Kiln,Industrial Processes - NEC,MinrlProd LimeManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Calcining: Coal-fired Rotary Preheater Kiln,Coal
1042,30501623,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Gas-fired Parallel Flow Regenerative Kiln,Industrial Processes - NEC,MinrlProd LimeManf SeeSCCLev4,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Calcining: Gas-fired Parallel Flow Regenerative Kiln,Gas
1043,30501702,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Mineral Wool Manufacturing,Reverberatory Furnace,Industrial Processes - NEC,MinrlProd MineralWoolManf ReverbrtoryFurn,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Reverberatory Furnace,
1044,30501704,"Oct 29, 2020 10:27:16 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Mineral Wool Manufacturing,Curing Oven,Industrial Processes - NEC,MinrlProd MineralWoolManf CuringOven,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Curing Oven,
1045,30501801,"Oct 29, 2020 10:27:17 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Perlite Manufacturing,Vertical Furnace,Industrial Processes - NEC,MinrlProd PerliteManf VerticalFurn,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Vertical Furnace,
1046,30501906,"Oct 29, 2020 10:27:17 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Phosphate Rock,Rotary Dryer,Industrial Processes - NEC,MinrlProd PhosphateRock RotDryr,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Rotary Dryer,
1047,30502102,"Oct 29, 2020 10:27:17 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Mineral Products,Salt Mining,Granulation: Stack Dryer,Industrial Processes - NEC,MinrlProd SaltMining GranulationStackDryr,Active,7.0,Other Industrial Processes,5.0,Mineral Products,99.0,Other,,,Granulation: Stack Dryer,
