,SCC,last_edited_date,activity_value_required?,code_description,data_category,date_created,ert_valid,history,last_inventory_year,last_updated_date,map_to,option_group,option_set,scc_level_one,scc_level_two,scc_level_three,scc_level_four,sector,short_name,status,tier_1_code,tier_1_description,tier_2_code,tier_2_description,tier_3_code,tier_3_description,usage_notes,Unnamed:_27,unit_type,fuel_type
6652,30700744,"Sep 30, 2017 3:51:55 AM",No,,Point,,No,,2015.0,3/3/2016,30700736,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Direct Wood-Fired Dryer: Hemlock Veneer,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6653,30700746,"Sep 30, 2017 3:51:55 AM",No,,Point,,No,,2015.0,3/3/2016,30700736,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Direct Wood-Fired Dryer: Non-specified Fir Species Veneer,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6654,30700747,"Sep 30, 2017 3:51:55 AM",No,,Point,,No,,2015.0,3/3/2016,30700736,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Direct Wood-Fired Dryer: Douglas Fir Veneer,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6655,30700750,"Sep 30, 2017 3:51:55 AM",No,,Point,,No,,2015.0,3/3/2016,30700752,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Direct Natural Gas-Fired Dryer: Non-specified Pine Species Veneer,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6656,30700752,"Jul 29, 2021 8:57:26 PM",No,,Point,2/15/2002,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Softwood Veneer Dryer: Direct Natural Gas-fired: Heated Zones,Industrial Processes - Pulp & Paper,PulpPaperWoodProd PlywoodOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6657,30700753,"Jul 29, 2021 8:57:26 PM",No,,Point,2/15/2002,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Softwood Veneer Dryer: Direct Natural Gas-fired: Cooling Section,Industrial Processes - Pulp & Paper,PulpPaperWoodProd PlywoodOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6658,30700754,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Hardwood Veneer Dryer: Direct Natural Gas-fired: Heated Zones,Industrial Processes - Pulp & Paper,PulpPaperWoodProd PlywoodOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6659,30700755,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Hardwood Veneer Dryer: Direct Natural Gas-fired: Cooling Section,Industrial Processes - Pulp & Paper,PulpPaperWoodProd PlywoodOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6660,30700756,"Jul 29, 2021 8:57:26 PM",No,,Point,2/15/2002,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Hardwood Veneer Dryer: Indirect-heated: Heated Zones,Industrial Processes - Pulp & Paper,PulpPaperWoodProd PlywoodOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6661,30700757,"Jul 29, 2021 8:57:26 PM",No,,Point,2/15/2002,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Hardwood Veneer Dryer: Indirect-heated: Cooling Section,Industrial Processes - Pulp & Paper,PulpPaperWoodProd PlywoodOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6662,30700760,"Sep 30, 2017 3:51:55 AM",No,,Point,,No,,2015.0,3/3/2016,30700762,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Indirect Heated Dryer: Non-specified Pine Species Veneer,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6663,30700762,"Jul 29, 2021 8:57:26 PM",No,,Point,2/15/2002,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Softwood Veneer Dryer: Indirect-heated: Heated Zones,Industrial Processes - Pulp & Paper,PulpPaperWoodProd PlywoodOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6664,30700763,"Jul 29, 2021 8:57:26 PM",No,,Point,2/15/2002,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Softwood Veneer Dryer: Indirect-heated: Cooling Section,Industrial Processes - Pulp & Paper,PulpPaperWoodProd PlywoodOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6665,30700766,"Sep 30, 2017 3:51:55 AM",No,,Point,,No,,2015.0,3/3/2016,30700762,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Indirect Heated Dryer: Non-specified Fir Species Veneer,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6666,30700767,"Sep 30, 2017 3:51:55 AM",No,,Point,,No,,2015.0,3/3/2016,30700762,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Indirect Heated Dryer: Douglas Fir Veneer,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6667,30700769,"Sep 30, 2017 3:51:55 AM",No,,Point,,No,,2015.0,3/3/2016,30700756,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Indirect Heated Dryer: Poplar Veneer,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6668,30700770,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Veneer Redryer: Radio Frequency-heated: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd PlywoodOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6669,30700771,"Jul 29, 2021 8:57:26 PM",No,,Point,2/15/2002,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,Veneer Redryer: Radio Frequency-heated: Softwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd PlywoodOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6682,30700789,"Jul 29, 2021 8:57:26 PM",No,,Point,2/15/2002,No,,2015.0,3/3/2016,30700731,,,Industrial Processes,Pulp and Paper and Wood Products,Plywood Operations,"Softwood Plywood, Log Steaming Vat",Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6713,30700830,"Jan 16, 2018 12:59:54 AM",No,,Point,,Yes,Retired in favor of more detailed direct-fired and indirect-heated breakdown,2014.0,5/5/2015,30700841; 30700844,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Softwood: Pine Species,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6714,30700831,"Aug 8, 2018 5:15:41 PM",No,,Point,,Yes,"Retired in favor of more detailed direct-fired and indirect-heated breakdown, and unnecessary geographic detail.",2014.0,9/5/2017,30700842; 30700845,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Softwood: Western Non-Pine Softwood,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6715,30700832,"Jan 16, 2018 12:59:54 AM",No,,Point,,Yes,"Retired in favor of more detailed direct-fired and indirect-heated breakdown, and unnecessary geographic detail.",2014.0,9/5/2017,30700842; 30700845,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Softwood: Eastern Non-Pine Softwood,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6716,30700833,"Jan 16, 2018 12:59:54 AM",No,,Point,,Yes,Retired in favor of more detailed direct-fired and indirect-heated breakdown,2014.0,9/5/2017,30700843; 30700846,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Hardwood,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6717,30700837,"Jan 16, 2018 12:59:54 AM",No,,Point,,Yes,"Retired in favor of more detailed direct-fired and indirect-heated breakdown, and unnecessary geographic detail.",2014.0,9/5/2017,30700841; 30700844,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Softwood: Northern Pine Softwood,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6718,30700838,"Jan 16, 2018 12:59:54 AM",No,,Point,,Yes,"Retired in favor of more detailed direct-fired and indirect-heated breakdown, and unnecessary geographic detail.",2014.0,9/5/2017,30700841; 30700844,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Softwood: Southern Pine Softwood,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6719,30700839,"Jan 16, 2018 12:59:54 AM",No,,Point,,Yes,"Retired in favor of more detailed direct-fired and indirect-heated breakdown, and unnecessary geographic detail.",2014.0,9/5/2017,30700841; 30700844,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Softwood: Western Pine Softwood,Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6720,30700841,"Jul 31, 2021 11:13:48 AM",No,,Point,8/29/2017,Yes,Added in favor of more detailed direct-fired and indirect-heated breakdown,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Indirect-heated: Softwood: Pine Species,Industrial Processes - Pulp & Paper,PulpPaperWoodProd SawmillOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6721,30700842,"Jul 31, 2021 10:17:11 AM",No,,Point,9/11/2017,Yes,Added in favor of more detailed direct-fired and indirect-heated breakdown,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Indirect-heated: Softwood: Non-Pine Species,Industrial Processes - Pulp & Paper,PulpPaperWoodProd SawmillOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6722,30700843,"Jul 31, 2021 10:17:11 AM",No,,Point,9/11/2017,Yes,Added in favor of more detailed direct-fired and indirect-heated breakdown,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Indirect-heated: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd SawmillOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6723,30700844,"Jul 31, 2021 10:17:11 AM",No,,Point,9/11/2017,Yes,Added in favor of more detailed direct-fired and indirect-heated breakdown,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Direct-fired: Softwood: Pine Species,Industrial Processes - Pulp & Paper,PulpPaperWoodProd SawmillOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6724,30700845,"Jul 31, 2021 10:17:11 AM",No,,Point,9/11/2017,Yes,Added in favor of more detailed direct-fired and indirect-heated breakdown,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Direct-fired: Softwood: Non-Pine Species,Industrial Processes - Pulp & Paper,PulpPaperWoodProd SawmillOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6725,30700846,"Jul 31, 2021 10:17:11 AM",No,,Point,9/11/2017,Yes,Added in favor of more detailed direct-fired and indirect-heated breakdown,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Sawmill Operations,Lumber Kiln: Direct-fired: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd SawmillOps SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6733,30700909,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Natural Gas-fired: Blowline Blend: Non-Urea Formaldehyde Resin: Softwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6734,30700910,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Natural Gas-fired: Blowline Blend: Non-Urea Formaldehyde Resin: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6735,30700911,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Natural Gas-fired: Blowline Blend: Non-Urea Formaldehyde Resin: Mixed Softwood/Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6736,30700912,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Natural Gas-fired: Blowline Blend: Urea Formaldehyde Resin: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6737,30700913,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Natural Gas-fired: Blowline Blend: Urea Formaldehyde Resin: Softwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6738,30700914,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Natural Gas-fired: Blowline Blend: Urea Formaldehyde Resin: Mixed Softwood/Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6739,30700915,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Wood-fired: Non-Blowline Blend: Softwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6740,30700916,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Wood-fired: Non-Blowline Blend: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6741,30700917,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Wood-fired: Non-Blowline Blend: Mixed Softwood/Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6742,30700918,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Wood-fired: Blowline Blend: Non-Urea Formaldehyde Resin: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6743,30700919,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Wood-fired: Blowline Blend: Non-Urea Formaldehyde Resin: Mixed Softwood/Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6744,30700920,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Wood-fired: Blowline Blend: Non-Urea Formaldehyde Resin: Softwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6745,30700921,"Sep 30, 2017 3:51:56 AM",No,,Point,,No,,2015.0,3/3/2016,30700923,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,"Direct Wood-fired Tube Dryer, Unspecified Pines",Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6746,30700923,"Jul 29, 2021 8:57:26 PM",No,,Point,2/19/2004,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Wood-fired: Blowline Blend: Urea Formaldehyde Resin: Softwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6747,30700924,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Wood-fired: Blowline Blend: Urea Formaldehyde Resin: Mixed Softwood/Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6748,30700925,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Wood-fired: Blowline Blend: Urea Formaldehyde Resin: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6749,30700926,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Natural Gas-fired: Non-Blowline Blend: Softwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6750,30700927,"Jul 29, 2021 8:57:26 PM",No,,Point,2/19/2004,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Natural Gas-fired: Non-Blowline Blend: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6751,30700928,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Direct Natural Gas-fired: Non-Blowline Blend: Mixed Softwood/Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6752,30700929,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Indirect-heated: Blowline Blend: Non-Urea Formaldehyde Resin: Softwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6753,30700930,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Indirect-heated: Blowline Blend: Non-Urea Formaldehyde Resin: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6754,30700931,"Sep 30, 2017 3:51:56 AM",No,,Point,,No,,2015.0,3/3/2016,30700932,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,"Indirect-heated Tube Dryer, Unspecified Pines",Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6755,30700932,"Jul 29, 2021 8:57:26 PM",No,,Point,2/19/2004,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Indirect-heated: Blowline Blend: Urea Formaldehyde Resin: Softwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6756,30700933,"Jul 29, 2021 8:57:26 PM",No,,Point,2/19/2004,No,,2015.0,3/3/2016,30700929,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,"Indirect-heated Tube Dryer, Non-blowline Blend, Softwoods",Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6757,30700934,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Indirect-heated: Blowline Blend: Non-Urea Formaldehyde Resin: Mixed Softwood/Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6758,30700935,"Sep 30, 2017 3:51:56 AM",No,,Point,,No,,2015.0,3/3/2016,30700936,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,"Indirect-heated Tube Dryer, Hardwoods",Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6759,30700936,"Jul 29, 2021 8:57:26 PM",No,,Point,2/19/2004,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Indirect-heated: Blowline Blend: Urea Formaldehyde Resin: Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6760,30700937,"Jul 29, 2021 8:57:26 PM",No,,Point,2/19/2004,No,,2015.0,3/3/2016,30700943,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,"Indirect-heated Second Stage Tube Dryer, Blowline Blend, Softwoods",Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6761,30700939,"Oct 29, 2020 10:27:24 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,Pressurized Refiner/Primary Tube Dryer: Indirect-heated: Blowline Blend: Urea Formaldehyde Resin: Mixed Softwood/Hardwood,Industrial Processes - Pulp & Paper,PulpPaperWoodProd MDFManf SeeSCCLev4,Active,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
6762,30700940,"Jul 29, 2021 8:57:26 PM",No,,Point,8/16/2002,No,,2015.0,3/3/2016,30700913,,,Industrial Processes,Pulp and Paper and Wood Products,Medium Density Fiberboard (MDF) Manufacture,"Direct Natural Gas-fired Rotary Predryer, Softwoods",Industrial Processes - Pulp & Paper,,Retired,7,Other Industrial Processes,3,"Wood, Pulp & Paper, & Publishing Products",99,Other,,,,
